house_id,address,neighborhood_id,neighborhood_name,lat,long,sqft,beds,baths,hoa_fee,date,price,is_undervalued
TPA0000,4043 Nebraska Ave,6,Carrollwood,27.942417778986055,-82.38437000231556,2704.1825551176294,4,3,220.99594001522024,2025-04-06 22:56:15.168811,742941.438789516,False
TPA0000,4043 Nebraska Ave,6,Carrollwood,27.942417778986055,-82.38437000231556,2704.1825551176294,4,3,220.99594001522024,2025-08-02 22:56:15.168811,753723.168751568,False
TPA0000,4043 Nebraska Ave,6,Carrollwood,27.942417778986055,-82.38437000231556,2704.1825551176294,4,3,220.99594001522024,2025-09-11 22:56:15.168811,776481.9195425445,False
TPA0000,4043 Nebraska Ave,6,Carrollwood,27.942417778986055,-82.38437000231556,2704.1825551176294,4,3,220.99594001522024,2025-09-27 22:56:15.168811,741731.5084822493,False
TPA0001,6963 Seventh Ave,6,Carrollwood,27.916620823804692,-82.37765608057279,1957.4889886952988,4,2,313.5967864074558,2025-04-03 22:56:15.168879,545937.3495378471,False
TPA0001,6963 Seventh Ave,6,Carrollwood,27.916620823804692,-82.37765608057279,1957.4889886952988,4,2,313.5967864074558,2025-07-28 22:56:15.168879,539225.1132327629,False
TPA0002,6836 MacDill Ave,6,Carrollwood,27.91631926318182,-82.37703547443043,450.0,1,1,0.0,2025-03-26 22:56:15.168922,166033.93782662222,False
TPA0002,6836 MacDill Ave,6,Carrollwood,27.91631926318182,-82.37703547443043,450.0,1,1,0.0,2025-09-10 22:56:15.168922,176383.85215451877,False
TPA0002,6836 MacDill Ave,6,Carrollwood,27.91631926318182,-82.37703547443043,450.0,1,1,0.0,2025-11-16 22:56:15.168922,179656.75962471784,False
TPA0002,6836 MacDill Ave,6,Carrollwood,27.91631926318182,-82.37703547443043,450.0,1,1,0.0,2026-01-15 22:56:15.168922,186925.77525592525,False
TPA0003,8210 Westshore Blvd,7,Brandon,27.963717928044932,-82.57430175336918,1552.6300993190284,3,2,0.0,2025-09-16 22:56:15.168969,670187.8001729338,False
TPA0003,8210 Westshore Blvd,7,Brandon,27.963717928044932,-82.57430175336918,1552.6300993190284,3,2,0.0,2025-12-01 22:56:15.168969,663155.719321175,False
TPA0003,8210 Westshore Blvd,7,Brandon,27.963717928044932,-82.57430175336918,1552.6300993190284,3,2,0.0,2026-02-15 22:56:15.168969,675788.6752434655,False
TPA0004,6992 Hillsborough Ave,6,Carrollwood,27.92144463193295,-82.37657461562549,3906.822576489699,7,5,0.0,2025-04-07 22:56:15.169012,1053952.919388301,False
TPA0004,6992 Hillsborough Ave,6,Carrollwood,27.92144463193295,-82.37657461562549,3906.822576489699,7,5,0.0,2025-04-24 22:56:15.169012,1073887.8463572871,False
TPA0004,6992 Hillsborough Ave,6,Carrollwood,27.92144463193295,-82.37657461562549,3906.822576489699,7,5,0.0,2025-08-10 22:56:15.169012,1101256.248233283,False
TPA0005,5692 Howard Ave,3,Seminole Heights,28.062481610301063,-82.55596813018278,1398.5943651323707,3,2,0.0,2025-06-17 22:56:15.169050,374885.3643272877,False
TPA0005,5692 Howard Ave,3,Seminole Heights,28.062481610301063,-82.55596813018278,1398.5943651323707,3,2,0.0,2025-10-12 22:56:15.169050,380025.80496114003,False
TPA0006,1595 Gandy Blvd,8,Temple Terrace,27.817215431032842,-82.32802459407084,3356.0924915894284,6,4,141.89007661328642,2025-05-13 22:56:15.169086,2076216.726441945,False
TPA0006,1595 Gandy Blvd,8,Temple Terrace,27.817215431032842,-82.32802459407084,3356.0924915894284,6,4,141.89007661328642,2025-06-02 22:56:15.169086,2180732.1620141277,False
TPA0006,1595 Gandy Blvd,8,Temple Terrace,27.817215431032842,-82.32802459407084,3356.0924915894284,6,4,141.89007661328642,2025-06-14 22:56:15.169086,2117394.105669074,False
TPA0006,1595 Gandy Blvd,8,Temple Terrace,27.817215431032842,-82.32802459407084,3356.0924915894284,6,4,141.89007661328642,2025-06-14 22:56:15.169086,2069115.6506049705,False
TPA0007,1807 Hyde Park Ave,0,South Tampa,27.900731994064856,-82.30318859523868,1142.00850497595,1,1,306.54020985761895,2025-05-30 22:56:15.169126,488522.2026970837,False
TPA0007,1807 Hyde Park Ave,0,South Tampa,27.900731994064856,-82.30318859523868,1142.00850497595,1,1,306.54020985761895,2025-11-28 22:56:15.169126,511419.90573411604,False
TPA0007,1807 Hyde Park Ave,0,South Tampa,27.900731994064856,-82.30318859523868,1142.00850497595,1,1,306.54020985761895,2025-12-12 22:56:15.169126,499706.6028222042,False
TPA0007,1807 Hyde Park Ave,0,South Tampa,27.900731994064856,-82.30318859523868,1142.00850497595,1,1,306.54020985761895,2026-01-12 22:56:15.169126,527069.771434432,False
TPA0008,2086 Howard Ave,5,New Tampa,27.99002821036566,-82.54884361856496,2431.738243800538,5,4,279.19217007088116,2025-07-22 22:56:15.169166,683370.8760804227,False
TPA0008,2086 Howard Ave,5,New Tampa,27.99002821036566,-82.54884361856496,2431.738243800538,5,4,279.19217007088116,2025-11-15 22:56:15.169166,708335.4191348857,False
TPA0009,2149 Bayshore Blvd,6,Carrollwood,27.94071923717884,-82.35271986850543,1671.2500985095494,3,2,334.140261047875,2025-05-31 22:56:15.169200,568595.4290415917,False
TPA0009,2149 Bayshore Blvd,6,Carrollwood,27.94071923717884,-82.35271986850543,1671.2500985095494,3,2,334.140261047875,2025-10-12 22:56:15.169200,594366.4750785811,False
TPA0010,5639 Hyde Park Ave,3,Seminole Heights,28.054929515382582,-82.5277948557347,2000.3942802767012,4,3,237.84285897146896,2026-01-25 22:56:15.169232,674533.8790989405,False
TPA0010,5639 Hyde Park Ave,3,Seminole Heights,28.054929515382582,-82.5277948557347,2000.3942802767012,4,3,237.84285897146896,2026-02-05 22:56:15.169232,674387.6108622206,False
TPA0011,9592 Bearss Ave,8,Temple Terrace,27.83396611983425,-82.30914262491996,1668.3996526704764,3,2,0.0,2025-03-26 22:56:15.169265,839322.1384329053,False
